timestamp,delta_c,delta_th,delta_l,fwd_head_ratio,shoulder_tilt,torso_lean,ear_sh_ratio,label
1783347740244,-0.251,-0.056,-0.229,0.405,0.005,1.76,0.638,slouch
1783347740306,-0.25,-0.053,-0.227,0.403,0.007,1.763,0.636,slouch
1783347740367,-0.249,-0.054,-0.239,0.403,0.007,1.763,0.636,slouch
1783347740446,-0.249,-0.053,-0.227,0.402,0.006,1.776,0.635,slouch
1783347740524,-0.248,-0.056,-0.229,0.401,0.006,1.791,0.635,slouch
1783347740586,-0.247,-0.057,-0.228,0.402,0.005,1.793,0.634,slouch
1783347740665,-0.25,-0.054,-0.228,0.403,0.004,1.797,0.635,slouch
1783347740743,-0.248,-0.056,-0.229,0.403,0.003,1.806,0.634,slouch
1783347740803,-0.248,-0.056,-0.229,0.402,0.001,1.805,0.633,slouch
1783347740880,-0.234,-0.055,-0.227,0.402,0.001,1.804,0.632,slouch
1783347740958,-0.249,-0.058,-0.229,0.404,0.002,1.806,0.632,slouch
1783347741021,-0.248,-0.056,-0.227,0.404,0.003,1.81,0.632,slouch
1783347741098,-0.248,-0.057,-0.227,0.402,0.005,1.812,0.632,slouch
1783347741176,-0.248,-0.058,-0.228,0.399,0.006,1.812,0.631,slouch
1783347741239,-0.248,-0.055,-0.227,0.398,0.006,1.813,0.63,slouch
1783347741315,-0.25,-0.058,-0.227,0.397,0.007,1.815,0.63,slouch
1783347741394,-0.25,-0.057,-0.226,0.394,0.007,1.796,0.629,slouch
1783347741458,-0.248,-0.055,-0.227,0.394,0.007,1.796,0.629,slouch
1783347741536,-0.248,-0.055,-0.227,0.389,0.006,1.783,0.626,slouch
1783347741614,-0.248,-0.042,-0.23,0.387,0.006,1.777,0.625,slouch
1783347741676,-0.248,-0.042,-0.23,0.387,0.006,1.777,0.625,slouch
1783347741754,-0.247,-0.057,-0.227,0.389,0.004,1.777,0.626,slouch
1783347741816,-0.248,-0.058,-0.227,0.387,0.004,1.773,0.624,slouch
1783347741893,-0.248,-0.055,-0.227,0.386,0.005,1.77,0.623,slouch
1783347741972,-0.249,-0.054,-0.227,0.384,0.005,1.77,0.622,slouch
1783347742048,-0.248,-0.056,-0.228,0.385,0.005,1.776,0.623,slouch
1783347742110,-0.25,-0.054,-0.227,0.385,0.006,1.781,0.623,slouch
1783347742187,-0.251,-0.054,-0.227,0.381,0.006,1.783,0.622,slouch
1783347742266,-0.25,-0.055,-0.227,0.376,0.008,1.786,0.619,slouch
1783347742330,-0.248,-0.056,-0.226,0.373,0.009,1.788,0.617,slouch
1783347742408,-0.248,-0.056,-0.225,0.37,0.009,1.782,0.616,slouch
1783347742486,-0.248,-0.057,-0.226,0.369,0.009,1.778,0.615,slouch
1783347742548,-0.248,-0.057,-0.226,0.37,0.009,1.774,0.615,slouch
1783347742626,-0.249,-0.054,-0.226,0.368,0.012,1.808,0.615,slouch
1783347742703,-0.248,-0.054,-0.224,0.367,0.012,1.808,0.614,slouch
1783347742765,-0.248,-0.056,-0.227,0.367,0.012,1.808,0.613,slouch
1783347742843,-0.248,-0.056,-0.227,0.367,0.012,1.807,0.613,slouch
1783347742904,-0.25,-0.056,-0.227,0.365,0.015,1.806,0.612,slouch
